,long_name,player_positions,overall,value_eur,age,club_position,preferred_foot,weak_foot,skill_moves,international_reputation,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure
10024,Said Ahmed Said,ST,65,725000.0,28,ST,Left,3,3,1,67.0,65.0,54.0,61.0,39.0,76.0,61,67,66,62,68,58,27,19,38,64,63,71,63,48,79,73,67,76,80,49,66,32,67,61,64,51
10025,Anthony Paul Watt,"ST, LW",65,825000.0,27,LW,Right,3,3,1,71.0,65.0,56.0,66.0,33.0,73.0,31,65,62,68,58,67,64,45,63,64,69,72,68,62,71,66,70,83,73,63,62,19,65,57,68,68
10039,Maurides Roque Junior,ST,65,775000.0,27,SUB,Left,4,3,1,50.0,67.0,52.0,63.0,30.0,76.0,27,66,68,66,65,63,37,36,60,65,51,49,59,59,54,70,64,62,84,66,75,23,67,56,63,64
10044,Terell Ondaan,"ST, LM, LW",65,775000.0,27,SUB,Right,3,4,1,86.0,63.0,57.0,69.0,37.0,62.0,59,61,62,60,60,67,70,44,47,66,87,86,82,65,85,68,80,65,60,65,57,53,62,55,52,62
10050,Marc Andre Schmerböck,"ST, CAM, LM",65,825000.0,27,SUB,Left,2,3,1,77.0,64.0,60.0,68.0,34.0,60.0,60,65,61,63,63,67,63,34,60,66,79,76,81,59,72,67,66,71,59,66,46,42,63,60,46,62
10114,Joe Dodoo,"ST, RM, LM",65,950000.0,26,SUB,Right,3,3,1,80.0,62.0,56.0,64.0,35.0,67.0,64,64,61,58,65,65,42,30,55,63,80,80,70,55,60,68,78,69,78,55,35,18,61,56,55,68
10117,Kayden Pastel Dunn Jackson,ST,65,825000.0,27,SUB,Right,3,2,1,91.0,63.0,47.0,63.0,30.0,57.0,45,65,63,52,54,63,41,39,33,62,90,91,73,61,51,64,58,63,59,59,45,23,65,54,60,58
10125,Vincent Vermeij,ST,65,850000.0,26,ST,Right,3,2,1,41.0,65.0,55.0,56.0,31.0,73.0,50,68,82,61,58,58,35,30,56,57,41,41,42,60,46,69,67,73,89,58,36,26,68,60,62,66
10132,Ely Ernesto Lopes Fernandes,"RW, LW",65,700000.0,30,SUB,Right,4,4,1,81.0,63.0,60.0,65.0,41.0,60.0,53,61,55,64,54,62,65,60,56,65,80,82,74,67,67,68,66,66,61,64,50,49,66,62,61,65
10137,Imoh Fred Friday,ST,65,950000.0,26,ST,Right,4,3,1,71.0,64.0,48.0,65.0,27.0,72.0,44,65,60,58,55,69,47,32,34,65,67,75,60,57,64,68,72,58,86,59,56,23,62,50,61,57
10144,Jason Steven Cummings,"ST, RW",65,950000.0,25,ST,Left,3,3,1,71.0,66.0,55.0,65.0,37.0,64.0,41,66,65,63,59,63,66,35,47,65,70,72,69,61,72,68,60,70,62,64,60,45,66,61,68,68
10153,Rafael Rogério da Silva,"LW, ST",65,950000.0,25,SUB,Right,3,3,1,78.0,62.0,51.0,70.0,24.0,53.0,52,67,60,56,41,71,49,40,41,66,82,75,84,61,81,59,57,54,60,58,35,29,59,53,71,56
10155,Melvyn Lorenzen,"LW, ST",65,850000.0,26,SUB,Right,2,3,1,84.0,64.0,55.0,66.0,32.0,66.0,58,65,48,58,53,69,55,48,50,66,82,86,60,57,55,73,64,60,77,57,44,28,58,52,64,63
10156,Fejiri Shaun China Okenabirhie,ST,65,1100000.0,25,SUB,Right,4,3,1,82.0,64.0,54.0,67.0,33.0,66.0,45,67,61,58,51,65,50,62,53,64,81,83,83,64,77,64,81,72,66,62,54,31,64,57,63,58
10160,Kyle Vassell,ST,65,725000.0,28,SUB,Right,5,2,1,78.0,65.0,47.0,62.0,34.0,71.0,35,64,59,54,60,60,37,47,51,65,77,78,71,59,62,71,54,68,80,65,55,27,61,44,61,56
10161,Mamadou Lamarana Diallo,"LW, RW",65,850000.0,26,SUB,Right,3,3,1,80.0,62.0,56.0,67.0,22.0,62.0,58,62,59,60,57,66,59,35,46,64,78,82,85,60,76,67,58,66,65,58,48,14,64,59,57,52
10168,José Ángel Carrillo Casamayor,ST,65,825000.0,27,SUB,Right,3,3,1,66.0,68.0,59.0,62.0,33.0,57.0,63,66,68,65,59,64,45,39,45,61,68,64,60,62,59,73,81,71,51,68,47,25,65,63,75,55
10172,Colby David Bishop,ST,65,1100000.0,24,RS,Right,3,3,1,73.0,64.0,50.0,62.0,33.0,75.0,38,67,64,59,60,59,47,39,44,64,74,72,64,64,66,64,81,79,77,59,64,30,66,55,59,65
10188,Lars-Jørgen Salvesen,ST,65,1100000.0,25,RES,Left,3,2,1,70.0,64.0,51.0,60.0,31.0,79.0,46,65,65,54,55,58,58,50,40,60,69,71,68,63,68,70,82,81,81,60,69,19,65,55,56,60
10189,Joris Correa,"ST, LM",65,825000.0,27,LM,Right,3,3,1,83.0,64.0,56.0,69.0,29.0,53.0,55,66,55,65,63,68,57,62,60,64,88,79,89,64,77,62,61,52,56,60,46,28,67,38,66,56
10204,Marc Graeme McNulty,ST,65,725000.0,28,LS,Right,3,2,1,73.0,66.0,55.0,65.0,33.0,68.0,52,66,64,58,64,62,62,59,43,65,75,72,74,65,72,69,79,72,60,61,79,33,66,59,71,67
10207,Emil Berggreen,ST,65,725000.0,28,RES,Right,4,2,1,34.0,67.0,52.0,59.0,30.0,70.0,32,69,75,60,60,61,64,68,45,61,34,34,50,66,45,73,68,51,84,58,60,26,68,57,62,62
10213,Sebastian Jacob,"ST, CAM",65,725000.0,28,SUB,Right,3,2,1,72.0,62.0,54.0,67.0,29.0,66.0,40,64,66,63,60,65,50,37,44,68,70,74,70,60,71,63,71,73,71,55,45,24,68,66,62,66
10215,Boris Babić,ST,65,1600000.0,23,SUB,Right,2,2,1,82.0,61.0,50.0,65.0,27.0,67.0,46,64,64,52,55,63,56,34,36,63,80,83,74,65,80,64,77,63,68,53,69,13,67,63,58,60
10217,Roman Gergel,"ST, RM",65,450000.0,33,SUB,Right,3,2,1,75.0,64.0,59.0,64.0,40.0,70.0,61,67,53,61,65,62,64,41,59,64,74,76,71,63,70,66,62,78,72,58,55,44,67,58,54,65
10225,Stefan Aškovski,"RW, LM, ST",65,700000.0,29,SUB,Left,3,3,1,79.0,57.0,62.0,66.0,50.0,64.0,66,54,58,64,58,67,68,48,59,64,78,79,73,58,70,65,70,67,66,58,53,47,62,57,40,57
10227,Eamonn Brophy,ST,65,900000.0,25,LS,Right,3,3,1,78.0,64.0,59.0,66.0,31.0,71.0,56,64,62,60,60,64,65,67,48,64,80,76,80,60,79,67,83,74,72,63,64,38,63,66,67,61
10235,Atabey Çiçek,ST,65,950000.0,25,SUB,Right,3,3,1,58.0,65.0,47.0,62.0,30.0,70.0,53,68,74,50,60,64,59,30,29,65,65,52,51,61,53,67,67,57,78,55,66,23,65,52,69,51
10236,Scott Connor Kashket,"ST, RW",65,950000.0,25,SUB,Left,3,3,1,84.0,65.0,55.0,68.0,27.0,56.0,57,68,55,57,58,66,56,29,50,64,85,84,91,62,84,66,65,68,54,61,43,27,62,57,57,62
10242,Harry John Anderson,RW,65,1000000.0,24,LWB,Right,3,3,1,90.0,58.0,58.0,65.0,48.0,77.0,58,59,57,60,53,63,44,53,57,61,88,91,82,63,80,56,71,87,75,58,71,35,63,61,59,52
10244,Mathias Knutsen Rasmussen,"LW, CM",65,1400000.0,23,SUB,Left,3,3,1,74.0,57.0,64.0,69.0,60.0,60.0,66,56,55,66,42,66,65,56,61,69,76,73,78,61,81,62,86,68,54,57,56,58,60,62,48,65
10261,Jafar Arias,ST,65,950000.0,26,SUB,Right,3,2,1,64.0,63.0,47.0,55.0,27.0,67.0,41,63,64,53,57,53,40,42,40,58,61,66,60,60,52,76,58,69,78,48,38,18,77,50,62,47
10276,Pål Alexander Kirkevold,ST,65,700000.0,30,ST,Left,3,3,1,64.0,66.0,63.0,63.0,33.0,72.0,62,65,61,65,59,63,64,67,61,65,63,65,58,61,63,72,62,70,73,62,74,26,66,59,70,67
10297,Jan Kliment,ST,65,775000.0,27,ST,Right,3,3,1,73.0,62.0,56.0,65.0,31.0,61.0,58,64,64,58,58,65,56,49,48,66,70,76,67,61,67,67,77,58,69,55,39,32,63,56,58,61
10300,Stephen Peter Humphrys,ST,65,1100000.0,23,SUB,Right,3,2,1,70.0,65.0,53.0,64.0,35.0,76.0,53,66,60,55,58,64,55,60,41,63,71,70,66,61,67,68,78,77,83,63,59,29,65,56,64,62
10328,Olamide Shodipo,"LW, LM",65,1100000.0,23,SUB,Right,3,3,1,82.0,57.0,59.0,66.0,25.0,48.0,62,57,37,62,50,64,61,37,58,62,81,82,89,61,79,55,48,57,52,60,27,20,62,58,62,58
10339,Elton Daniël Kabangu,LW,65,1100000.0,23,SUB,Left,3,3,1,76.0,60.0,59.0,67.0,29.0,48.0,61,66,61,61,54,70,44,46,56,66,76,76,74,52,64,60,71,32,60,50,33,19,60,62,51,52
10351,Adrian Ioan Hora,ST,65,575000.0,32,SUB,Right,3,3,1,70.0,63.0,60.0,60.0,44.0,67.0,64,65,65,59,63,56,54,55,55,56,71,69,70,81,71,66,72,68,71,53,53,38,67,62,72,65
10359,Milan Jevtović,"LW, RW",65,725000.0,28,SUB,Right,4,3,1,77.0,62.0,58.0,67.0,38.0,69.0,62,61,48,59,56,66,63,54,56,65,77,77,75,66,68,66,63,67,72,63,63,41,62,55,57,65
10368,Glenn Bell Dollar Middleton,"RW, LW, LM",65,1600000.0,21,RW,Left,3,3,1,86.0,58.0,59.0,66.0,28.0,57.0,63,60,30,58,46,65,67,65,50,64,85,86,84,53,74,62,39,66,62,52,36,19,60,61,51,61
10369,Diallang Jaiyesimi,"RW, LM, ST",65,1400000.0,23,RW,Right,3,4,1,89.0,58.0,58.0,67.0,29.0,64.0,58,59,52,58,46,67,61,55,53,64,90,89,81,53,70,61,69,70,65,55,55,29,64,60,57,58
10390,Cheick Aymar Timité,"ST, RM, RW",65,1000000.0,23,SUB,Right,3,2,1,85.0,60.0,55.0,69.0,35.0,66.0,59,59,61,59,54,68,48,40,54,68,88,83,80,62,76,74,75,68,71,48,50,30,62,52,56,57
10392,David Eric Browne,LW,65,950000.0,25,LW,Right,2,3,1,86.0,56.0,57.0,68.0,25.0,51.0,63,55,45,58,40,69,55,53,50,66,88,85,75,58,71,58,55,63,48,55,40,15,61,57,63,60
10399,Jonathan Yula Okita,"ST, LW, RW",65,1100000.0,24,RAM,Left,3,3,1,80.0,62.0,55.0,68.0,22.0,66.0,56,63,50,61,62,66,45,35,48,68,77,83,72,67,73,66,71,74,67,59,51,24,64,58,53,64
10408,Saku Tuomas Severi Ylätupa,"RW, LW, CAM",65,1600000.0,21,SUB,Left,4,3,1,78.0,53.0,63.0,69.0,27.0,57.0,65,57,38,65,59,71,67,60,48,68,80,76,71,51,81,55,74,73,57,44,33,24,57,66,41,66
10416,Andrija Pavlović,ST,65,775000.0,27,SUB,Left,2,3,1,67.0,66.0,53.0,63.0,28.0,68.0,58,67,65,61,66,62,43,26,48,67,65,68,63,58,55,69,65,70,76,62,48,22,63,49,64,60
10437,Rafael Sebastián Mújica García,"ST, RM, LM",65,1600000.0,22,SUB,Right,3,3,1,71.0,65.0,58.0,68.0,33.0,60.0,59,64,62,66,62,68,53,56,40,69,70,71,67,62,69,66,62,63,60,66,58,25,62,59,62,60
10461,Sondre Sørli,RW,65,950000.0,25,RES,Left,1,2,1,90.0,55.0,57.0,65.0,52.0,53.0,62,60,43,61,31,62,44,45,50,65,90,90,80,57,74,59,37,67,49,53,47,54,58,57,29,59
10463,Aaron Seydel,"ST, LM, CAM",65,950000.0,25,SUB,Left,4,3,1,67.0,61.0,53.0,65.0,29.0,61.0,59,62,69,58,59,68,43,31,35,71,67,67,53,58,34,66,63,34,77,56,55,19,63,59,55,68
10468,Darío Poveda Romera,ST,65,1400000.0,24,RES,Right,3,3,1,46.0,67.0,56.0,64.0,25.0,51.0,45,71,72,68,60,66,40,51,45,68,47,46,53,59,57,67,65,37,62,63,35,14,65,57,55,54
10470,Yanis Merdji,ST,65,775000.0,27,ST,Right,3,3,1,76.0,65.0,56.0,67.0,18.0,69.0,54,65,55,62,61,66,45,30,54,65,76,76,77,60,78,70,78,70,68,64,68,16,64,58,61,60
10476,Alfie Ben May,ST,65,775000.0,27,RS,Right,3,3,1,83.0,63.0,59.0,67.0,39.0,72.0,54,64,54,63,59,64,62,52,53,64,87,80,83,64,82,66,69,88,63,57,76,51,65,62,63,59
10480,Leo Bengtsson,"LW, LM",65,1400000.0,23,LW,Right,3,3,1,84.0,58.0,54.0,67.0,36.0,55.0,59,58,35,54,47,65,50,39,48,66,86,83,75,62,76,57,59,72,46,60,55,33,62,59,56,62
10509,Benjamin Girth,ST,65,725000.0,29,SUB,Right,3,3,1,57.0,66.0,45.0,63.0,23.0,58.0,34,71,64,57,66,63,42,26,34,64,67,49,66,58,69,63,83,49,72,57,27,19,70,49,63,58
10512,Erik Botheim,ST,65,1600000.0,21,ST,Right,3,3,1,66.0,65.0,47.0,64.0,26.0,65.0,38,68,62,58,51,62,37,30,38,64,65,67,71,63,72,66,68,70,66,61,56,31,68,51,60,57
10517,Adrian Tabarcea Petre,ST,65,1000000.0,23,SUB,Right,3,2,1,75.0,62.0,54.0,61.0,37.0,76.0,46,62,64,60,58,61,50,45,51,60,69,80,61,60,67,67,71,72,81,54,72,34,66,57,65,68
10522,Adam Zreľák,ST,65,825000.0,27,ST,Left,4,2,1,66.0,65.0,48.0,61.0,29.0,75.0,63,65,66,48,67,58,45,41,39,64,70,63,65,63,67,69,76,73,77,57,73,25,70,43,68,60
10530,Jann-Fiete Arp,"ST, LW, RW",65,1600000.0,21,SUB,Right,3,3,1,68.0,63.0,49.0,68.0,22.0,54.0,46,66,61,53,64,67,44,38,34,69,70,66,76,67,71,64,62,52,64,58,31,16,67,59,55,60
10552,Lenny Jean-Pierre Pintor,"RW, LW",65,1600000.0,20,RES,Right,3,3,1,80.0,65.0,54.0,69.0,27.0,53.0,59,66,59,58,60,70,51,40,49,69,79,81,80,47,76,67,60,57,58,63,34,19,64,51,59,55
10553,Magnus Elkjær Mattsson,LW,65,1600000.0,22,SUB,Right,3,3,1,74.0,63.0,60.0,68.0,27.0,58.0,55,65,30,64,55,67,58,58,56,67,72,76,80,58,76,64,62,75,52,60,52,28,65,63,60,65
10561,Törles Knöll,ST,65,1400000.0,23,SUB,Right,3,2,1,61.0,64.0,47.0,61.0,25.0,65.0,32,69,64,57,60,58,47,40,39,64,60,62,65,64,68,63,70,67,73,59,43,19,68,52,52,61
10567,Thijmen Goppel,RW,65,1100000.0,24,RW,Right,2,3,1,85.0,55.0,60.0,66.0,49.0,67.0,64,58,49,62,51,63,60,48,58,67,88,82,78,58,74,58,66,76,65,48,60,51,58,58,49,57
10569,Stephen Pius Odey,ST,65,1400000.0,23,SUB,Right,3,3,1,88.0,60.0,45.0,67.0,33.0,66.0,31,62,67,55,47,66,57,28,36,64,85,90,79,62,73,63,76,84,67,55,37,16,64,49,58,65
10580,Ola Selvaag Solbakken,"LW, RW",65,1600000.0,22,RW,Left,4,3,1,79.0,58.0,58.0,66.0,32.0,65.0,64,60,32,60,38,66,60,33,53,67,78,80,66,60,70,62,57,70,69,53,52,34,62,58,53,57
10581,Rasmus Alm,"RW, LW",65,850000.0,25,RW,Right,3,3,1,83.0,60.0,60.0,66.0,36.0,62.0,58,61,36,63,49,67,57,40,59,63,85,81,72,62,80,64,74,70,59,56,54,37,60,62,53,62
10590,Thomas Buitink,ST,65,1600000.0,21,SUB,Right,3,2,1,66.0,66.0,54.0,65.0,25.0,65.0,54,71,60,57,61,63,48,50,52,67,65,67,65,59,76,67,67,61,67,57,66,20,66,53,50,61
10592,Edward Chilufya,"LW, RW",65,1800000.0,21,RW,Right,3,3,1,88.0,57.0,51.0,70.0,27.0,53.0,60,62,40,47,58,68,55,33,36,70,92,84,90,52,86,54,90,78,42,52,40,31,55,62,51,52
10644,Luke Owen Jephcott,ST,65,1600000.0,21,LS,Right,3,3,1,77.0,65.0,54.0,65.0,29.0,69.0,49,65,61,58,64,63,55,48,50,63,80,75,81,65,70,65,83,72,70,63,58,25,66,55,64,61
10659,Augustus Kargbo,ST,65,1600000.0,21,SUB,Right,3,2,1,80.0,65.0,46.0,62.0,21.0,51.0,31,65,67,60,51,64,34,32,31,55,77,82,69,63,85,69,60,57,50,65,45,10,68,52,57,46
10671,Sergio Moreno Martínez,ST,65,1600000.0,22,RES,Right,3,2,1,72.0,62.0,49.0,65.0,19.0,52.0,29,65,62,65,53,64,44,29,48,67,69,74,64,67,64,59,65,55,58,62,32,15,67,49,59,59
10674,Petar Mićin,"RW, ST, LW",65,1600000.0,22,SUB,Right,3,3,1,60.0,64.0,61.0,68.0,34.0,50.0,61,66,55,63,58,70,60,57,55,71,56,63,61,59,53,60,54,35,60,69,41,31,60,65,60,60
10681,Georginio Rutter,ST,65,1700000.0,19,SUB,Left,5,3,1,77.0,64.0,54.0,66.0,23.0,59.0,43,65,69,62,54,66,56,33,51,68,74,79,71,55,67,67,69,57,69,59,32,12,59,58,68,52
10686,Denis Mihai Drăguş,"ST, LW",65,1600000.0,21,SUB,Right,2,2,1,74.0,64.0,50.0,67.0,19.0,70.0,51,68,66,58,67,69,63,28,32,62,73,75,78,59,73,59,75,70,71,62,68,12,62,53,59,68
10688,Juan Camilo Becerra Maya,ST,65,1600000.0,23,SUB,Right,3,3,1,69.0,64.0,54.0,62.0,33.0,72.0,50,64,67,60,60,62,56,40,45,61,70,68,63,63,70,70,70,68,76,57,66,30,65,55,66,60
10692,Luc Ihorst,"ST, RM",65,1600000.0,21,SUB,Right,4,2,1,82.0,62.0,50.0,59.0,29.0,70.0,52,63,64,57,57,61,40,31,34,64,73,90,46,59,49,68,74,65,75,57,63,30,63,54,60,52
10694,Matthias Jean Phaeton,"ST, LM",65,1600000.0,21,LM,Right,3,3,1,81.0,61.0,54.0,67.0,24.0,72.0,48,62,64,61,61,68,59,40,53,68,79,82,71,59,59,63,67,73,76,59,63,16,59,52,60,64
10695,Eliano Reijnders,"RW, CAM",65,1700000.0,20,LW,Right,3,3,1,82.0,56.0,60.0,67.0,45.0,43.0,59,58,50,63,48,65,55,46,61,66,84,81,84,55,82,56,43,59,34,53,45,31,60,62,52,62
10704,Osame Sahraoui,"LW, CM",65,1700000.0,20,LCM,Right,3,4,1,78.0,48.0,63.0,72.0,41.0,52.0,60,48,29,66,45,70,69,44,60,68,82,74,90,58,91,52,57,68,44,42,49,44,59,67,49,69
10709,Rúben Daniel Fonseca Macedo,"RW, LW",65,950000.0,25,RES,Right,3,3,1,72.0,62.0,61.0,71.0,26.0,57.0,60,59,31,62,52,69,72,63,54,67,73,71,88,59,84,70,70,65,57,63,46,20,63,62,68,70
10714,Danylo Sikan,ST,65,1700000.0,20,RES,Right,2,2,1,74.0,65.0,47.0,65.0,20.0,52.0,31,69,58,64,57,66,33,31,46,64,75,73,68,64,66,58,66,56,59,65,28,16,65,43,58,53
10715,José Francisco dos Santos Júnior,ST,65,1600000.0,22,ST,Right,3,3,1,76.0,61.0,49.0,68.0,29.0,78.0,34,62,60,57,47,70,58,25,39,65,72,80,73,59,72,69,76,69,86,54,70,24,64,61,52,59
10717,Joël Mohammed Ramzan Piroe,ST,65,1600000.0,21,LS,Left,4,3,1,60.0,66.0,52.0,64.0,28.0,68.0,47,65,65,57,58,62,55,52,38,67,57,62,65,58,63,74,68,60,83,62,39,21,64,56,67,59
10724,Felix Khonde Mambimbi,"ST, LM, RM",65,1700000.0,20,SUB,Right,4,3,1,88.0,64.0,53.0,72.0,24.0,55.0,53,69,51,56,55,72,48,42,50,70,88,88,88,57,93,62,63,65,52,53,50,23,70,55,66,54
10749,Naoufal Bannis,ST,65,1700000.0,19,SUB,Right,3,3,1,77.0,64.0,49.0,67.0,24.0,59.0,41,68,64,55,42,67,49,37,41,67,78,76,75,63,65,63,70,64,67,61,30,18,64,55,68,58
10751,Christian Joe Conteh,"LW, RW",65,1600000.0,21,SUB,Right,3,3,1,93.0,50.0,50.0,71.0,28.0,49.0,58,58,39,54,47,74,50,35,39,65,94,93,85,55,80,41,49,58,46,42,45,19,57,49,40,62
10763,Thibo Somers,"RW, ST",65,1500000.0,22,SUB,Right,4,3,1,81.0,54.0,61.0,68.0,33.0,67.0,60,59,37,67,43,71,61,38,65,68,78,83,73,52,70,51,76,62,75,48,49,28,56,55,48,52
10764,Ellis Simms,ST,65,1700000.0,20,RES,Right,4,3,1,74.0,65.0,52.0,63.0,25.0,68.0,45,66,63,58,60,61,55,51,44,63,75,74,68,62,66,68,62,64,72,62,63,21,65,52,64,65
10777,Lennerd Daneels,"LW, RW",65,1400000.0,23,SUB,Right,3,3,1,77.0,58.0,58.0,69.0,27.0,59.0,61,58,45,58,53,70,60,54,55,67,75,78,75,58,79,63,38,62,59,55,58,23,61,60,55,58
10784,Salvatore Elia,"RW, LW, RM",65,1600000.0,22,SUB,Right,3,2,1,73.0,66.0,58.0,66.0,30.0,43.0,65,65,49,61,51,70,50,44,55,67,75,72,58,57,60,80,47,54,42,57,33,27,65,54,67,58
10785,George Alexandru Cîmpanu,"RW, RM, CAM",65,1700000.0,20,SUB,Left,3,2,1,82.0,58.0,56.0,67.0,35.0,63.0,58,58,45,60,56,66,54,42,46,64,84,81,90,62,70,67,53,70,63,52,56,36,59,58,50,55
10787,Ștefan Baiaram,"LW, LM, RW",65,1700000.0,18,LW,Right,3,3,1,86.0,54.0,59.0,64.0,29.0,53.0,61,59,33,63,44,64,57,38,52,63,85,86,78,61,62,55,52,73,43,44,52,20,59,62,42,49
10805,Romano Ceciel Postema,"ST, RM",65,1700000.0,19,SUB,Right,4,2,1,78.0,67.0,51.0,62.0,29.0,57.0,53,69,62,61,57,60,41,42,41,62,77,79,66,62,73,69,61,66,61,62,33,17,65,43,65,59
10819,Giuliano Simeone,"ST, LM",65,1800000.0,18,RES,Right,3,4,1,74.0,66.0,49.0,64.0,25.0,69.0,35,68,66,57,59,64,51,46,40,65,75,74,70,51,71,67,73,57,74,63,70,23,64,55,64,57
10820,Sam Greenwood,"CF, CAM, CM",65,1900000.0,19,SUB,Right,4,2,1,69.0,65.0,58.0,66.0,33.0,56.0,52,69,56,62,57,65,69,73,46,69,70,69,65,61,58,63,62,65,59,63,38,28,62,60,65,62
10821,Gift Links,"RW, LW",65,1600000.0,22,SUB,Left,3,3,1,85.0,53.0,53.0,74.0,24.0,46.0,58,58,33,52,45,73,42,34,46,71,87,83,90,55,92,58,50,67,31,43,56,21,53,61,41,63
10826,Leonardo Campana Romero,ST,65,1600000.0,21,ST,Left,4,3,1,67.0,67.0,48.0,62.0,29.0,59.0,34,73,63,53,65,60,45,38,47,64,65,68,65,63,67,64,59,55,64,61,49,24,63,58,60,56
10843,Roko Baturina,ST,65,1800000.0,21,RES,Left,4,2,1,66.0,68.0,49.0,61.0,21.0,66.0,53,72,61,55,55,64,38,35,42,63,67,65,53,54,39,71,63,58,77,61,50,17,65,44,64,58
10850,Denilho Cleonise,"LW, RW",65,1500000.0,19,SUB,Right,3,4,1,79.0,59.0,61.0,68.0,34.0,48.0,62,60,51,64,54,69,58,44,59,67,81,77,72,55,81,62,52,51,46,52,50,19,62,61,62,59
10881,Antoine Benjamin Colassin,"ST, CAM",65,1600000.0,20,SUB,Right,3,3,1,76.0,65.0,52.0,66.0,20.0,55.0,36,69,60,61,56,66,47,45,48,68,73,78,66,52,68,66,70,53,65,59,27,21,67,59,50,64
10887,Realdo Fili,LW,65,850000.0,25,LW,Right,4,3,1,73.0,62.0,62.0,66.0,45.0,63.0,56,64,34,65,59,64,53,48,65,66,72,74,75,63,72,65,58,68,58,60,71,50,62,66,47,62
10897,Julio Martínez Cortés,"ST, CAM",65,1700000.0,20,RES,Right,4,3,1,76.0,65.0,53.0,65.0,19.0,53.0,45,68,61,58,46,66,51,51,52,65,76,76,72,57,76,67,61,52,53,59,52,15,67,54,72,47
10901,Luca Oyen,LW,65,1800000.0,18,SUB,Right,3,3,1,73.0,55.0,62.0,71.0,39.0,44.0,63,56,47,65,48,72,56,52,61,72,72,74,77,50,81,54,69,62,32,58,46,35,53,61,49,55
10902,Paulos Abraham,"ST, LM",65,1800000.0,18,SUB,Right,3,3,1,79.0,65.0,54.0,69.0,28.0,52.0,57,67,54,57,52,68,61,40,39,66,75,82,81,63,72,68,65,62,51,61,40,22,70,61,52,66
10907,Jean-Philippe Krasso,"ST, RW",65,1100000.0,23,RES,Left,3,2,1,66.0,64.0,59.0,63.0,19.0,59.0,53,66,63,65,63,67,61,44,53,63,68,65,58,62,54,64,70,54,70,60,33,12,65,63,68,54
10908,Felício Mendes João Milson,"LW, RW",65,1800000.0,21,SUB,Right,2,3,1,81.0,56.0,58.0,71.0,33.0,52.0,56,54,39,59,63,72,62,45,52,67,83,80,83,60,73,64,50,53,52,50,51,28,60,63,57,64
10910,Dennis Borkowski,ST,65,1700000.0,19,LS,Right,3,3,1,71.0,64.0,46.0,66.0,29.0,61.0,42,68,64,52,48,67,47,30,44,68,74,68,67,61,61,66,72,66,61,60,50,26,65,45,53,60
10917,Alan Virginius,"RW, LW",65,1700000.0,18,SUB,Right,3,2,1,87.0,56.0,55.0,68.0,27.0,40.0,56,59,55,59,39,68,55,28,47,67,88,87,85,55,70,59,57,52,36,48,30,22,62,58,54,58
10922,Thijs Oosting,"ST, LW",65,1600000.0,21,SUB,Left,3,2,1,67.0,65.0,62.0,65.0,51.0,59.0,58,67,59,68,59,62,53,59,63,67,69,66,67,64,70,70,62,70,54,60,59,49,67,60,60,64
10933,Akinkunmi Ayobami Amoo,CF,65,1700000.0,19,RF,Left,2,4,1,79.0,58.0,59.0,75.0,22.0,60.0,52,57,29,64,51,75,64,51,49,73,85,74,91,54,93,61,43,74,64,64,36,18,53,65,45,58
10934,Mateusz Kuzimski,ST,65,700000.0,30,SUB,Right,3,2,1,78.0,64.0,55.0,61.0,28.0,63.0,58,70,59,59,58,59,49,39,42,63,81,75,67,59,63,64,63,81,66,53,34,32,70,61,62,64
10942,Tobias Anselm,"ST, LM, CAM",65,1600000.0,21,RS,Right,3,3,1,77.0,63.0,60.0,64.0,41.0,61.0,53,66,56,65,59,65,48,44,58,68,75,79,55,61,62,65,54,71,64,60,41,28,63,65,52,57
10946,Joseph Boyamba,"CF, RM, ST",65,1100000.0,24,RM,Left,4,3,1,84.0,61.0,56.0,71.0,29.0,54.0,53,67,38,62,52,71,59,43,47,66,86,82,83,60,91,59,57,66,53,51,40,31,64,58,54,61
10956,Tiago Fontoura Fonseca Morais,ST,65,1800000.0,17,SUB,Right,5,2,1,77.0,65.0,58.0,71.0,24.0,47.0,59,67,58,59,59,69,68,66,46,70,75,78,82,68,85,66,61,60,46,61,31,11,63,58,69,57
10960,David Pereira Da Costa,LW,65,1700000.0,20,SUB,Left,3,3,1,69.0,56.0,61.0,74.0,27.0,40.0,53,61,34,64,55,75,69,48,62,74,72,67,79,54,85,56,45,35,41,49,43,23,55,63,48,65
10978,Alejandro Millán Iranzo,ST,65,1600000.0,21,SUB,Right,3,3,1,65.0,69.0,52.0,60.0,35.0,54.0,50,73,66,62,59,64,46,50,39,55,64,66,65,59,62,68,68,55,61,64,33,32,69,49,61,52
10989,Yonas Malede,"ST, LW",65,1600000.0,21,SUB,Right,3,3,1,74.0,64.0,60.0,68.0,21.0,65.0,62,66,65,63,65,72,59,55,47,67,73,75,71,52,48,68,72,62,71,57,52,16,61,62,68,71
